year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation
2014,IL-507,405.0,379.0,26.0,400052,-2.70150907079454,,,10.8175821304321,20.6571273803711,28.5011386871338,,0,984,1.36475551128387,0,1,9.13860893249512,43.9781875610352,12.6546058654785,5.41348552703857,90.6311416625977,,36674,12750,8387,121,103564,63226,203155,160,,,,,,8.42164460062692,,17.701774597168,72.4984512329102,1.88849854469299,40.7326507568359
2015,IL-507,451.0,383.0,68.0,397842,-1.69623169982717,1.7412440776825,14.0899171829224,10.8175821304321,20.6571273803711,28.5011386871338,6.70258855819702,0,1042,1.36475551128387,0,1,7.20519495010376,43.9781875610352,12.6643238067627,4.9211859703064,90.0594635009766,20.3106670379639,36744,13054,8486,125,102691,64376,202151,-3434,,30.0334968566895,25.3251514434814,9.9686918258667,70.4317474365234,8.22636147239356,,24.6281032562256,72.608039855957,1.68675029277802,39.9732437133789
2016,IL-507,378.0,308.0,70.0,395597,-1.03298608741599,,,10.8175821304321,20.6571273803711,28.5011386871338,,0,1018,1.36475551128387,0,1,6.52994155883789,43.9781875610352,11.8367929458618,4.88914680480957,91.0643768310547,,36752,13242,8848,121,101650,65512,200946,-3095,,,,,,8.24499675717966,,25.7832679748535,72.6993255615234,0.699626207351685,49.1160125732422
2017,IL-507,329.0,293.0,36.0,393713,-0.170225426580998,1.7412440776825,14.0899171829224,10.8175821304321,20.6571273803711,28.5011386871338,6.70258855819702,0,1126,1.36475551128387,0,1,6.56311511993408,43.9781875610352,11.709545135498,4.90959930419922,92.1523818969727,20.3106670379639,36803,13552,9030,129,100750,66846,199990,-2699,-0.557115793228149,30.0334968566895,25.3251514434814,9.9686918258667,70.4317474365234,8.65789663493458,0.211341693997383,30.3547821044922,74.9083023071289,1.52459061145782,37.2779541015625
2010,IL-508,514.0,220.0,294.0,262081,0.0,,,12.962043762207,26.5414199829102,34.6072959899902,,0,1400,1.57004833221436,0,1,10.9010133743286,47.8199996948242,16.8207550048828,5.87470388412476,87.0,,73229,9108,3192,144,74099,33335,136596,-76,,,,,,8.95343,,26.2600002288818,74.7866668701172,1.30999994277954,53.0800018310547
2011,IL-508,370.0,185.0,185.0,270342,-3.18895214648407,1.68639898300171,22.1000003814697,12.962043762207,26.5414199829102,34.6072959899902,4.9209680557251,0,1179,1.57004833221436,0,1,10.2798547744751,47.8199996948242,15.6187343597412,5.90533971786499,88.0,16.0557975769043,82094,8878,3265,219,75805,33898,140174,155,,28.5280876159668,39.6139945983887,16.5732555389404,73.5755386352539,8.73035,,27.6800003051758,79.533332824707,0.899999976158142,39.5099983215332
2012,IL-508,451.0,166.0,285.0,269976,-5.98553623634405,,,12.962043762207,26.5414199829102,34.6072959899902,,0,1232,1.57004833221436,0,1,9.72415733337402,47.8199996948242,18.7416648864746,5.86520528793335,91.0,,81748,9239,3281,218,74562,34190,139832,-1476,,,,,,8.97129,,36.8199996948242,79.6533355712891,2.26999998092651,49.25
2013,IL-508,213.0,146.0,67.0,268614,-8.67825819356824,1.68639898300171,22.1000003814697,12.962043762207,26.5414199829102,34.6072959899902,4.9209680557251,0,570,1.57004833221436,0,1,9.53640079498291,47.8199996948242,19.0049667358398,5.77523612976074,89.0,16.0557975769043,81280,9509,3336,216,72987,35336,139000,-2334,,28.5280876159668,39.6139945983887,16.5732555389404,73.5755386352539,9.09356,,34.6100006103516,79.1533355712891,4.98000001907349,34.3600006103516
2014,IL-508,339.0,201.0,138.0,266756,-9.82458839821511,,,12.962043762207,26.5414199829102,34.6072959899902,,0,1298,1.57004833221436,0,1,9.79222869873047,47.8199996948242,17.9452381134033,5.86977624893188,90.0,,80419,9724,3413,220,71374,36198,138113,-2751,,,,,,8.97937,,26.8199996948242,75.6033325195313,1.51999998092651,47.6399993896484
2015,IL-508,318.0,166.0,152.0,265591,-10.4631481766426,1.80664813518524,21.2000007629395,12.962043762207,26.5414199829102,34.6072959899902,5.63165521621704,0,1271,1.57004833221436,0,1,7.83761501312256,47.8199996948242,18.7095947265625,5.70409059524536,88.0,13.8461799621582,79910,10143,3407,231,70338,36930,137556,-2041,,29.7568950653076,35.7262382507324,14.8878660202026,72.1171951293945,9.19111,,31.5699996948242,75.5800018310547,1.37999999523163,39.3699989318848
2016,IL-508,240.0,157.0,83.0,264217,-9.47838128942914,,,12.962043762207,26.5414199829102,34.6072959899902,,0,603,1.57004833221436,0,1,6.58342266082764,47.8199996948242,16.0716381072998,5.68127584457397,90.0,,79564,10309,3449,230,69144,37879,136628,-2352,,,,,,9.23405,,32.4900016784668,76.7200012207031,0.800000011920929,54.3499984741211
2017,IL-508,300.0,154.0,146.0,263120,-8.45899369133713,1.80664813518524,21.2000007629395,12.962043762207,26.5414199829102,34.6072959899902,5.63165521621704,0,1115,1.57004833221436,0,1,6.01066637039185,47.8199996948242,15.1052761077881,5.65647506713867,90.0,13.8461799621582,79312,10475,3470,216,68397,38823,136017,-1873,0.157062292098999,29.7568950653076,35.7262382507324,14.8878660202026,72.1171951293945,9.45713,0.193657115101814,36.9000015258789,79.0299987792969,2.44000005722046,39.8400001525879
2010,IL-509,118.0,86.0,32.0,107203,0.0,,,16.3668804168701,30.100887298584,42.5482406616211,,0,263,2.70559573173523,0,1,10.008810043335,43.1100006103516,15.3540477752686,4.48902606964111,95.0,,6823,9732,2891,76,30668,10288,54052,66,,,,,,8.81997,,17.8700008392334,67.5199966430664,1.0,45.939998626709
2011,IL-509,160.0,117.0,43.0,105147,-9.1106580662411,1.92132461071014,12.6000003814697,16.3668804168701,30.100887298584,42.5482406616211,3.93975257873535,0,247,2.70559573173523,0,1,10.5155811309814,43.1100006103516,13.393630027771,4.29461288452148,96.0,17.8504848480225,6595,10749,2475,39,29405,10357,52729,-480,,25.4452648162842,18.9603233337402,10.3856105804443,69.5108413696289,9.42934,,18.4599990844727,72.9633331298828,0.850000023841858,36.439998626709
2012,IL-509,125.0,112.0,13.0,104410,-15.7414524915611,,,16.3668804168701,30.100887298584,42.5482406616211,,0,280,2.70559573173523,0,1,9.30253410339355,43.1100006103516,14.9142799377441,4.33777713775635,97.0,,6597,10799,2455,41,29058,10516,52462,-1369,,,,,,9.66481,,26.9799995422363,72.7099990844727,1.12000000476837,42.4199981689453
2013,IL-509,107.0,104.0,3.0,104312,-22.6563283312723,1.92132461071014,12.6000003814697,16.3668804168701,30.100887298584,42.5482406616211,3.93975257873535,0,255,2.70559573173523,0,1,8.4386739730835,43.1100006103516,15.9128379821777,4.01985597610474,97.0,17.8504848480225,6741,10864,2558,42,28748,10933,52402,-621,,25.4452648162842,18.9603233337402,10.3856105804443,69.5108413696289,9.50564,,24.3500003814697,73.466667175293,3.66000008583069,24.4500007629395
2014,IL-509,96.0,90.0,6.0,104129,-24.0232612546372,,,16.3668804168701,30.100887298584,42.5482406616211,,0,310,2.70559573173523,0,1,8.18684577941895,43.1100006103516,17.6012439727783,4.34168910980225,98.0,,6965,10907,2577,38,28389,11335,52509,-670,,,,,,9.05824,,12.1300001144409,69.8866653442383,1.80999994277954,40.4300003051758
2015,IL-509,101.0,99.0,2.0,104648,-21.5835032251596,2.00552582740784,13.3999996185303,16.3668804168701,30.100887298584,42.5482406616211,4.34065628051758,0,318,2.70559573173523,0,1,6.54493141174316,43.1100006103516,13.8101053237915,4.14264488220215,98.0,17.1441116333008,7367,11131,2632,40,28369,11656,52737,34,,27.5938663482666,21.6402206420898,8.85963439941406,68.296012878418,9.25758,,19.8099994659424,69.5766677856445,1.04999995231628,35.2900009155273
2016,IL-509,81.0,77.0,4.0,104407,-19.7085658901775,,,16.3668804168701,30.100887298584,42.5482406616211,,0,281,2.70559573173523,0,1,5.58964109420776,43.1100006103516,15.1781005859375,4.14801454544067,98.0,,7435,11232,2665,42,28109,12034,52589,-748,,,,,,9.54848,,21.9200000762939,69.163330078125,0.689999997615814,43.2299995422363
2017,IL-509,90.0,87.0,3.0,104447,-16.0790080545436,2.00552582740784,13.3999996185303,16.3668804168701,30.100887298584,42.5482406616211,4.34065628051758,0,229,2.70559573173523,0,1,5.2983865737915,43.1100006103516,14.9032516479492,4.20927381515503,94.0,17.1441116333008,7655,11474,2706,42,27969,12419,52671,-462,0.15299978852272,27.5938663482666,21.6402206420898,8.85963439941406,68.296012878418,10.07126,0.239744663238525,26.6700000762939,72.4499969482422,2.33999991416931,37.7200012207031
2010,IL-511,7630.0,6495.0,1135.0,5284796,0.0,,,18.3450527191162,27.4501171112061,43.3713569641113,,1,15415,3.62762761116028,1,0,10.5447788238525,50.4800033569336,15.6794328689575,3.78210401535034,80.0,,1298400,1223358,307104,1965,1447303,623783,2707119,-8750,,,,,,11.0023,,21.5799999237061,68.8300018310547,1.00999999046326,43.9599990844727
2011,IL-511,7892.0,5937.0,1955.0,5199477,-9.10269904518456,2.09186410903931,12.1999998092651,18.3450527191162,27.4501171112061,43.3713569641113,7.91885423660278,1,15463,3.62762761116028,1,0,10.8691062927246,50.4800033569336,16.5091991424561,5.96917963027954,93.0,31.1909255981445,1268764,1248391,325713,1079,1372000,623072,2682682,-13213,,31.8559131622314,30.8831939697266,6.68640804290771,63.5607643127441,11.23132,,21.3600006103516,74.379997253418,0.970000028610229,38.7099990844727
2012,IL-511,7952.0,5997.0,1955.0,5217049,-15.2300578903842,,,18.3450527191162,27.4501171112061,43.3713569641113,,1,15287,3.62762761116028,1,0,10.4497213363647,50.4800033569336,17.4824314117432,5.94790124893188,95.0,,1262875,1264669,335644,1039,1360600,633065,2690869,-15156,,,,,,11.2408,,29.75,73.3499984741211,1.63999998569489,45.1300010681152
2013,IL-511,7518.0,6151.0,1367.0,5237174,-18.7805428163296,2.09186410903931,12.1999998092651,18.3450527191162,27.4501171112061,43.3713569641113,7.91885423660278,1,16570,3.62762761116028,1,0,9.63070487976074,50.4800033569336,17.6970634460449,5.94748401641846,95.0,31.1909255981445,1258724,1279935,345279,1061,1348945,654979,2700852,-11252,,31.8559131622314,30.8831939697266,6.68640804290771,63.5607643127441,11.1446,,26.5499992370605,74.8099975585938,3.09999990463257,28.0799999237061
2014,IL-511,7469.0,6359.0,1110.0,5250498,-17.8877528005413,,,18.3450527191162,27.4501171112061,43.3713569641113,,1,14440,3.62762761116028,1,0,9.62542057037354,50.4800033569336,17.4896755218506,6.10826396942139,95.0,,1250913,1293730,355318,1041,1332936,673179,2706592,-15850,,,,,,10.859,,14.9899997711182,70.7666702270508,2.27999997138977,38.8199996948242
2015,IL-511,7681.0,5516.0,2165.0,5253756,-12.9407563341102,2.17815494537354,11.6000003814697,18.3450527191162,27.4501171112061,43.3713569641113,6.01481628417969,1,13078,3.62762761116028,1,0,7.4695611000061,50.4800033569336,16.8070411682129,5.82781982421875,85.0,30.3691825866699,1242792,1304358,364836,1048,1316916,691313,2707062,-27021,,32.3644218444824,30.1357574462891,5.07690334320068,60.9878463745117,10.72649,,22.5499992370605,70.6866683959961,1.32000005245209,41.7599983215332
2016,IL-511,6841.0,5488.0,1353.0,5245831,-10.0312006616044,,,18.3450527191162,27.4501171112061,43.3713569641113,,1,11811,3.62762761116028,1,0,6.20519542694092,50.4800033569336,15.8838701248169,5.84425163269043,90.0,,1233351,1313544,373495,1049,1302073,708519,2701765,-36948,,,,,,10.49051,,24.9099998474121,70.1233367919922,0.810000002384186,41.2299995422363
2017,IL-511,6437.0,4784.0,1653.0,5231356,-7.00323283963613,2.17815494537354,11.6000003814697,18.3450527191162,27.4501171112061,43.3713569641113,6.01481628417969,1,10903,3.62762761116028,1,0,6.08090782165527,50.4800033569336,14.7206764221191,5.67735528945923,92.0,30.3691825866699,1221731,1321944,381472,1041,1285920,726200,2692622,-41321,-0.575022995471954,32.3644218444824,30.1357574462891,5.07690334320068,60.9878463745117,11.27176,0.223040506243706,28.9899997711182,73.7266693115234,2.77999997138977,37.2099990844727
2010,IL-512,639.0,419.0,220.0,531402,0.0,,,11.1849889755249,24.1168746948242,30.605354309082,,0,1292,1.3882075548172,0,0,9.58767414093018,43.2479782104492,13.849778175354,3.68000078201294,86.6489639282227,,43999,23835,8192,154,143685,73838,269947,-1181,,,,,,8.62087164348271,,19.7288684844971,70.2331237792969,1.2117326259613,48.4995269775391
2011,IL-512,635.0,419.0,216.0,538432,-1.90140753501714,1.64257562160492,15.6117830276489,11.1849889755249,24.1168746948242,30.605354309082,7.9841136932373,0,1270,1.3882075548172,0,0,9.46348285675049,43.2479782104492,12.8809213638306,3.69288325309753,88.8378143310547,24.4749450683594,44512,26339,9760,108,144842,75427,273733,-1243,,28.1278839111328,24.1212348937988,11.5937013626099,73.8303527832031,8.81634305904924,,21.2370567321777,75.4231414794922,1.15421676635742,37.3585548400879
2012,IL-512,668.0,452.0,216.0,538466,-3.47051405034497,,,11.1849889755249,24.1168746948242,30.605354309082,,0,1227,1.3882075548172,0,0,8.62319374084473,43.2479782104492,14.2842817306519,3.69269132614136,88.0405807495117,,44875,26965,10195,123,143663,75817,273486,-1251,,,,,,9.04257710544398,,30.4446048736572,74.6575927734375,1.77448511123657,39.1599159240723
2013,IL-512,536.0,420.0,116.0,538283,-5.67071977659525,1.64257562160492,15.6117830276489,11.1849889755249,24.1168746948242,30.605354309082,7.9841136932373,0,1253,1.3882075548172,0,0,8.07097434997559,43.2479782104492,14.3762664794922,3.62785387039185,89.9398040771484,24.4749450683594,45014,27679,10762,123,142315,78029,273400,-1536,,28.1278839111328,24.1212348937988,11.5937013626099,73.8303527832031,9.06230450781466,,27.83131980896,74.7686233520508,3.01614141464233,29.4393558502197
2014,IL-512,669.0,553.0,116.0,536827,-5.40733559364146,,,11.1849889755249,24.1168746948242,30.605354309082,,0,1425,1.3882075548172,0,0,8.41703987121582,43.2479782104492,14.101749420166,3.81466484069824,87.1877975463867,,44955,28035,12170,143,140579,79511,272446,-2543,,,,,,8.89258212386858,,17.2008457183838,71.5766830444336,1.92626070976257,37.4085578918457
2015,IL-512,619.0,565.0,54.0,533061,-5.53857338276619,1.77202832698822,14.5074825286865,11.1849889755249,24.1168746948242,30.605354309082,7.18210172653198,0,1367,1.3882075548172,0,0,6.69265556335449,43.2479782104492,13.7190685272217,3.63666558265686,84.2909393310547,23.5777931213379,44734,28481,12001,136,138191,81247,270552,-4964,,28.2942295074463,24.0514259338379,9.87647914886475,71.9458541870117,8.87921788011128,,23.3535079956055,71.3417205810547,1.50556623935699,41.4436149597168
2016,IL-512,411.0,363.0,48.0,529551,-4.18975658927988,,,11.1849889755249,24.1168746948242,30.605354309082,,0,1330,1.3882075548172,0,0,5.73146104812622,43.2479782104492,12.8839340209961,3.67389178276062,86.1445846557617,,44744,28951,11795,131,136430,82709,268810,-4338,,,,,,9.20789294566529,,25.6604824066162,71.549919128418,0.848222613334656,47.9816627502441
2017,IL-512,433.0,392.0,41.0,527460,-3.25052077085516,1.77202832698822,14.5074825286865,11.1849889755249,24.1168746948242,30.605354309082,7.18210172653198,0,1549,1.3882075548172,0,0,5.69704675674438,43.2479782104492,13.2694425582886,3.60940289497375,85.7434005737305,23.5777931213379,44837,29590,11985,152,135396,84428,267623,-3130,-0.308058142662048,28.2942295074463,24.0514259338379,9.87647914886475,71.9458541870117,9.64210330959694,0.20802216231823,30.99729347229,74.4585113525391,2.49279427528381,40.5094566345215
2010,IL-513,287.0,284.0,3.0,195323,0.0,,,10.53879737854,27.1016159057617,30.4103584289551,,0,457,1.38875496387482,1,0,7.45963954925537,45.6499977111816,12.9569988250732,4.45078372955322,92.0,,21013,3773,2945,61,50305,27533,101891,216,,,,,,8.11531,,20.7999992370605,71.4700012207031,1.3400000333786,50.5400009155273
2011,IL-513,227.0,227.0,0.0,197764,0.685985664658546,1.68454539775848,16.3999996185303,10.53879737854,27.1016159057617,30.4103584289551,6.98535013198853,0,391,1.38875496387482,1,0,7.73765754699707,45.6499977111816,12.9841623306274,4.48401546478271,92.0,16.5541591644287,23386,3541,3242,42,51676,27432,102865,812,,31.8167476654053,29.1870746612549,11.969446182251,65.935791015625,8.47341,,22.3199996948242,76.7766647338867,1.16999995708466,44.9099998474121
2012,IL-513,251.0,242.0,9.0,198970,0.813508640780967,,,10.53879737854,27.1016159057617,30.4103584289551,,0,262,1.38875496387482,1,0,7.42271089553833,45.6499977111816,15.7400608062744,4.5818190574646,90.0,,23742,3798,3383,47,51625,27925,103331,628,,,,,,8.57949,,32.5900001525879,76.3433303833008,1.5,35.9099998474121
2013,IL-513,280.0,270.0,10.0,199320,1.05536256101314,1.68454539775848,16.3999996185303,10.53879737854,27.1016159057617,30.4103584289551,6.98535013198853,0,415,1.38875496387482,1,0,7.2455005645752,45.6499977111816,13.7281761169434,4.45966815948486,90.0,16.5541591644287,23791,3969,3507,50,51103,28980,103476,-109,,31.8167476654053,29.1870746612549,11.969446182251,65.935791015625,8.53706,,29.75,76.086669921875,3.11999988555908,28.8299999237061
2014,IL-513,269.0,248.0,21.0,199014,3.15289565102678,,,10.53879737854,27.1016159057617,30.4103584289551,,0,480,1.38875496387482,1,0,7.36302518844604,45.6499977111816,14.9200553894043,4.8675594329834,91.0,,24196,4117,3560,54,50345,29994,103439,-750,,,,,,8.61699,,20.7099990844727,72.716667175293,1.91999995708466,38.6599998474121
2015,IL-513,326.0,311.0,15.0,198980,3.39914691526317,1.77664577960968,16.1000003814697,10.53879737854,27.1016159057617,30.4103584289551,4.78030872344971,0,387,1.38875496387482,1,0,5.89542627334595,45.6499977111816,15.025128364563,4.20503711700439,96.0,15.9360799789429,24302,4276,3614,54,49951,31016,103424,-441,,32.5585861206055,34.2829437255859,10.2600879669189,63.7861099243164,8.48569,,26.6200008392334,72.9066619873047,1.25,43.689998626709
2016,IL-513,261.0,246.0,15.0,198634,5.84846752561452,,,10.53879737854,27.1016159057617,30.4103584289551,,0,958,1.38875496387482,1,0,5.18844652175903,45.6499977111816,15.0014591217041,4.18388938903809,96.0,,24477,4413,3787,56,49548,31979,103156,-702,,,,,,8.81323,,28.0,73.446662902832,0.939999997615814,45.4500007629395
2017,IL-513,230.0,219.0,11.0,197591,7.65577591134954,1.77664577960968,16.1000003814697,10.53879737854,27.1016159057617,30.4103584289551,4.78030872344971,0,567,1.38875496387482,1,0,4.82154989242554,45.6499977111816,13.5466690063477,4.19003868103027,97.0,15.9360799789429,24939,4488,3873,54,49138,32912,102700,-1192,-0.548580408096313,32.5585861206055,34.2829437255859,10.2600879669189,63.7861099243164,9.19068,0.206135809421539,33.1699981689453,75.9833374023438,1.3400000333786,36.7599983215332
2010,IL-514,712.0,604.0,108.0,933525,0.0,,,17.0583190917969,22.4634246826172,27.090124130249,,1,2638,2.38681721687317,0,1,8.57424926757813,45.629997253418,6.53876447677612,1.79407560825348,97.0,,47413,119212,89217,303,256012,106685,473065,-830,,,,,,9.63556,,20.3400001525879,68.8433303833008,1.01999998092651,44.3400001525879
2011,IL-514,676.0,643.0,33.0,918112,-7.19207412021177,2.24601483345032,10.1999998092651,17.0583190917969,22.4634246826172,27.090124130249,7.47319746017456,1,2453,2.38681721687317,0,1,8.85886669158936,45.629997253418,6.80570507049561,1.79855096340179,98.0,6.10991811752319,41567,121961,93883,184,250676,107259,468251,1814,,24.4009399414063,15.3774976730347,7.42292928695679,50.9504737854004,9.84257,,20.3400001525879,74.3099975585938,1.00999999046326,39.5
2012,IL-514,641.0,608.0,33.0,924421,-12.3715353472438,,,17.0583190917969,22.4634246826172,27.090124130249,,1,2545,2.38681721687317,0,1,8.19385433197021,45.629997253418,7.68481063842773,1.84010696411133,96.0,,42978,124928,96236,175,250369,110653,471447,1512,,,,,,9.99383,,28.6000003814697,73.4266662597656,1.42999994754791,42.9099998474121
2013,IL-514,665.0,636.0,29.0,928274,-14.80457801308,2.24601483345032,10.1999998092651,17.0583190917969,22.4634246826172,27.090124130249,7.47319746017456,1,2335,2.38681721687317,0,1,7.49133586883545,45.629997253418,7.20175266265869,1.76939511299133,96.0,6.10991811752319,43655,126661,99069,201,248212,116420,473402,-1007,,24.4009399414063,15.3774976730347,7.42292928695679,50.9504737854004,9.76902,,25.5400009155273,74.6833343505859,3.32999992370605,26.6399993896484
2014,IL-514,654.0,625.0,29.0,931775,-13.070305200872,,,17.0583190917969,22.4634246826172,27.090124130249,,1,2124,2.38681721687317,0,1,7.36224937438965,45.629997253418,6.94738531112671,1.8362250328064,95.0,,44285,128156,102023,234,245969,121252,474685,-975,,,,,,9.72085,,14.0,70.6100006103516,2.0699999332428,40.2700004577637
2015,IL-514,672.0,642.0,30.0,932958,-7.90252257863592,2.37304353713989,10.5,17.0583190917969,22.4634246826172,27.090124130249,4.8051815032959,1,2056,2.38681721687317,0,1,5.72372150421143,45.629997253418,7.81332015991211,1.70153737068176,92.0,5.65936422348022,44618,129974,104684,233,243010,125873,475537,-3677,,25.1009616851807,14.6763029098511,5.80811262130737,49.7739448547363,9.6632,,21.4200000762939,70.6933288574219,1.25,40.7700004577637
2016,IL-514,555.0,525.0,30.0,933115,-5.5414979757085,,,17.0583190917969,22.4634246826172,27.090124130249,,1,1801,2.38681721687317,0,1,4.74731492996216,45.629997253418,7.02357149124146,1.67480206489563,94.0,,44866,131567,106882,234,240456,130267,475122,-4662,,,,,,9.76246,,23.7399997711182,69.966667175293,0.819999992847443,42.7399978637695
2017,IL-514,331.0,316.0,15.0,931153,-3.08315166614761,2.37304353713989,10.5,17.0583190917969,22.4634246826172,27.090124130249,4.8051815032959,1,1509,2.38681721687317,0,1,4.73559284210205,45.629997253418,6.9086389541626,1.67668032646179,96.0,5.65936422348022,45152,132583,108986,221,237192,134789,473816,-6410,-0.579912960529327,25.1009616851807,14.6763029098511,5.80811262130737,49.7739448547363,10.1767,0.224201545119286,28.0400009155273,73.4499969482422,2.55999994277954,38.1700019836426
2010,IL-515,190.0,172.0,18.0,403611,0.0,,,10.3257341384888,20.4617347717285,24.4980087280273,,0,391,1.36608791351318,0,0,9.9248046875,43.2021903991699,13.0985040664673,2.38350796699524,87.0479736328125,,9253,7199,2189,118,100975,67026,202748,-1828,,,,,,8.18507667684974,,22.8746395111084,72.5116806030273,1.41296899318695,51.4374122619629
2011,IL-515,160.0,160.0,0.0,411239,-0.307963818189833,1.38030171394348,18.2161426544189,10.3257341384888,20.4617347717285,24.4980087280273,5.77848625183105,0,466,1.36608791351318,0,0,9.83119010925293,43.2021903991699,12.9681272506714,2.42414283752441,88.0595092773438,26.0730838775635,6380,6381,1753,79,103894,68460,206320,-509,,28.4081516265869,19.0580863952637,13.2013168334961,81.8862686157227,8.39903590612758,,24.1269359588623,77.3935546875,1.31193161010742,41.5377082824707
2012,IL-515,124.0,124.0,0.0,410171,-0.495550327950525,,,10.3257341384888,20.4617347717285,24.4980087280273,,0,482,1.36608791351318,0,0,9.14208793640137,43.2021903991699,13.4017276763916,2.42836451530457,88.0300827026367,,6581,6741,1783,82,102095,68541,205491,-945,,,,,,8.76187014003916,,33.4143676757813,76.7783432006836,2.66543698310852,47.7867088317871
2013,IL-515,149.0,130.0,19.0,407472,0.282147782509597,1.38030171394348,18.2161426544189,10.3257341384888,20.4617347717285,24.4980087280273,5.77848625183105,0,566,1.36608791351318,0,0,8.71706581115723,43.2021903991699,13.7297782897949,2.2464427947998,87.2393569946289,26.0730838775635,6525,6923,1887,84,100326,69893,204220,-2732,,28.4081516265869,19.0580863952637,13.2013168334961,81.8862686157227,8.75241486060392,,30.8753337860107,76.8581619262695,3.8906683921814,33.6493988037109
2014,IL-515,118.0,114.0,4.0,404924,1.17618630855068,,,10.3257341384888,20.4617347717285,24.4980087280273,,0,377,1.36608791351318,0,0,8.80741119384766,43.2021903991699,13.8295087814331,2.32916975021362,87.1108169555664,,6445,7059,1957,83,98847,70877,202886,-2284,,,,,,8.70962971972518,,21.6589984893799,72.9559936523438,1.75649881362915,44.2072296142578
2015,IL-515,122.0,98.0,24.0,402958,1.43491486125185,1.47846710681915,16.6839160919189,10.3257341384888,20.4617347717285,24.4980087280273,6.79147529602051,0,447,1.36608791351318,0,0,6.92596530914307,43.2021903991699,14.1277742385864,2.34789633750916,86.0226440429688,24.5830020904541,6842,7282,2029,91,97391,71884,201659,-1826,,28.1886672973633,21.2154674530029,11.0376148223877,80.7238616943359,8.94322804915152,,27.6451587677002,72.9963836669922,1.31252717971802,44.2181053161621
2016,IL-515,133.0,121.0,12.0,400742,3.01987224781689,,,10.3257341384888,20.4617347717285,24.4980087280273,,0,334,1.36608791351318,0,0,6.04796314239502,43.2021903991699,13.6279697418213,2.38070607185364,86.2403945922852,,6961,7439,2156,96,96231,72750,200375,-1807,,,,,,9.2291961663614,,28.3823108673096,73.4513854980469,0.830662369728088,49.2313041687012
2017,IL-515,108.0,76.0,32.0,398689,4.63198069431787,1.47846710681915,16.6839160919189,10.3257341384888,20.4617347717285,24.4980087280273,6.79147529602051,0,215,1.36608791351318,0,0,5.79132604598999,43.2021903991699,13.1001863479614,2.27560448646545,88.3041534423828,24.5830020904541,7065,7641,2250,100,95235,73749,199374,-1916,0.189900428056717,28.1886672973633,21.2154674530029,11.0376148223877,80.7238616943359,9.6931607371159,0.207417994737625,33.8172302246094,76.0057907104492,2.07461380958557,39.6996116638184
2010,IL-516,197.0,145.0,52.0,108322,0.0,,,8.99353408813477,24.4152164459229,30.9496231079102,,0,613,1.44895231723785,1,0,11.4730777740479,46.5999984741211,14.6064500808716,6.18012857437134,92.0,,15923,2078,1116,35,28141,17705,56601,-252,,,,,,7.91161,,20.3400001525879,71.5566635131836,1.28999996185303,50.8199996948242
2011,IL-516,206.0,165.0,41.0,110777,-0.751379745993745,1.54968786239624,16.2999992370605,8.99353408813477,24.4152164459229,30.9496231079102,7.98486757278442,0,568,1.44895231723785,1,0,11.1638526916504,46.5999984741211,17.1272010803223,6.26015281677246,93.0,21.0376224517822,18008,2094,1130,24,28488,18173,57784,-317,,33.1134452819824,30.5249786376953,12.501166343689,77.2985992431641,8.11909,,22.2800006866455,76.5366668701172,0.800000011920929,41.0499992370605
2012,IL-516,210.0,158.0,52.0,110649,-2.5068156127402,,,8.99353408813477,24.4152164459229,30.9496231079102,,0,574,1.44895231723785,1,0,9.99234962463379,46.5999984741211,14.3173456192017,6.57717609405518,92.0,,18132,2114,1196,27,28233,18237,57621,-338,,,,,,8.54669,,32.0499992370605,75.913330078125,1.86000001430511,38.4099998474121
2013,IL-516,247.0,190.0,57.0,110105,-2.82598577033048,1.54968786239624,16.2999992370605,8.99353408813477,24.4152164459229,30.9496231079102,7.98486757278442,0,561,1.44895231723785,1,0,9.91475391387939,46.5999984741211,21.088960647583,6.94843101501465,93.0,21.0376224517822,18309,2179,1237,28,27823,18737,57323,-677,,33.1134452819824,30.5249786376953,12.501166343689,77.2985992431641,8.63684,,29.0300006866455,76.2533340454102,2.49000000953674,27.2600002288818
2014,IL-516,256.0,190.0,66.0,109533,-4.381940288583,,,8.99353408813477,24.4152164459229,30.9496231079102,,0,596,1.44895231723785,1,0,11.3445301055908,46.5999984741211,17.4139308929443,6.65346908569336,91.0,,18476,2240,1276,29,27465,19122,57010,-789,,,,,,8.72936,,20.0699996948242,72.3766708374023,1.49000000953674,37.3800010681152
