year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation
2016,VA-600,174.0,155.0,19.0,242850,18.8295978035458,,,13.1148834228516,19.0264358520508,54.9098854064941,,1,487,2.72569727897644,1,0,2.82923364639282,43.9462585449219,6.79514122009277,2.32349419593811,92.4572677612305,,20429,37179,24884,178,46546,24191,121697,566,,,,,,8.06696722211242,,32.8377075195313,75.9547348022461,2.75114870071411,43.8015441894531
2017,VA-600,232.0,199.0,33.0,245478,21.9773431187431,2.87483787536621,7.22486877441406,13.1148834228516,19.0264358520508,54.9098854064941,5.49748992919922,1,535,2.72569727897644,1,0,2.64574980735779,43.9462585449219,7.19412708282471,2.31219244003296,94.1694793701172,9.3162899017334,21113,37678,25465,188,47812,25174,122992,242,-1.32613170146942,38.7539100646973,17.959924697876,7.48558330535889,23.6864547729492,8.30754493763189,0.257337480783463,39.8211860656738,77.9389419555664,2.80774021148682,34.5919952392578
2010,VA-601,1552.0,1412.0,140.0,1061012,0.0,,,14.6853561401367,19.7945766448975,32.4761276245117,,1,0,3.20902419090271,0,1,4.77372026443481,42.1977882385254,5.57580900192261,2.10035300254822,96.0463638305664,,104945,150736,169851,966,285950,105622,532221,7885,,,,,,8.07443,,33.4528121948242,74.5995559692383,2.20139098167419,48.6143760681152
2011,VA-601,1549.0,1414.0,135.0,1109346,1.6147108734353,2.6691575050354,13.0833311080933,14.6853561401367,19.7945766448975,32.4761276245117,4.78743410110474,1,0,3.20902419090271,0,1,5.08854532241821,42.1977882385254,5.90446996688843,2.04312825202942,96.0203857421875,1.46363711357117,98599,173073,195922,744,292372,110675,561213,8857,,23.4021224975586,14.8127775192261,11.7392597198486,40.2083702087402,7.92053708978082,,30.824089050293,78.1187896728516,1.96000003814697,38.666259765625
2012,VA-601,1534.0,1356.0,178.0,1128202,2.46735433876788,,,14.6853561401367,19.7945766448975,32.4761276245117,,1,2132,3.20902419090271,0,1,4.76134777069092,42.1977882385254,6.68417501449585,2.05918264389038,97.0398559570313,,100999,178106,202503,704,298977,115926,570530,8236,,,,,,8.1388816359659,,37.9328231811523,77.5253829956055,2.26099634170532,47.5742950439453
2013,VA-601,1350.0,1246.0,104.0,1144726,4.16058252181499,2.6691575050354,13.0833311080933,14.6853561401367,19.7945766448975,32.4761276245117,4.78743410110474,1,1865,3.20902419090271,0,1,4.50912094116211,42.1977882385254,5.98361539840698,1.97911536693573,96.0399932861328,1.46363711357117,103284,182585,207727,689,302875,123864,578552,5892,,23.4021224975586,14.8127775192261,11.7392597198486,40.2083702087402,8.19733908781665,,37.6627998352051,76.8658981323242,3.08999991416931,34.1042213439941
2014,VA-601,1225.0,1159.0,66.0,1158730,9.17037862467598,,,14.6853561401367,19.7945766448975,32.4761276245117,,1,1823,3.20902419090271,0,1,4.41278648376465,42.1977882385254,5.91595935821533,1.79748928546906,96.0200805664063,,106162,186330,213752,685,304909,130570,585322,3590,,,,,,8.11007,,28.4327716827393,75.1970672607422,2.46100425720215,42.9141998291016
2015,VA-601,1204.0,1136.0,68.0,1162596,15.8345062775571,2.80875086784363,11.9490203857422,14.6853561401367,19.7945766448975,32.4761276245117,3.40807700157166,1,1917,3.20902419090271,0,1,4.18636608123779,42.1977882385254,6.62336730957031,1.92695879936218,92.9799575805664,1.02267789840698,107362,187296,217663,647,303907,136867,587252,-6919,,22.3822193145752,15.9292221069336,10.1454410552979,38.5220603942871,8.07950614689884,,31.0507793426514,74.3517684936523,3.21040081977844,44.1706428527832
2016,VA-601,1059.0,985.0,74.0,1165601,17.6192800877532,,,14.6853561401367,19.7945766448975,32.4761276245117,,1,1729,3.20902419090271,0,1,3.57014584541321,42.1977882385254,6.1521053314209,1.85398364067078,97.0200805664063,,109263,188810,221975,666,303546,142825,588282,-7351,,,,,,8.13265836281026,,32.7135772705078,75.4017791748047,3.35381484031677,41.9123802185059
2017,VA-601,964.0,856.0,108.0,1168463,19.9909729638276,2.80875086784363,11.9490203857422,14.6853561401367,19.7945766448975,32.4761276245117,3.40807700157166,1,2438,3.20902419090271,0,1,3.25284719467163,42.1977882385254,5.93489027023315,1.88442862033844,96.0,1.02267789840698,110983,189717,227243,692,303308,148330,589515,-6526,-1.07321977615356,22.3822193145752,15.9292221069336,10.1454410552979,38.5220603942871,8.44665753305838,0.171702012419701,39.6012306213379,77.6586990356445,2.68959212303162,34.5479545593262
2010,VA-602,157.0,121.0,36.0,300535,0.0,,,16.228609085083,18.9712791442871,22.5645542144775,,0,871,1.58618986606598,0,1,4.69217967987061,37.560001373291,3.35035848617554,0.899677455425262,93.0,,26219,33535,38028,260,96153,19310,149560,6498,,,,,,8.4822,,31.9599990844727,72.8933334350586,3.08999991416931,44.8299980163574
2011,VA-602,162.0,133.0,29.0,315600,0.592981432876428,2.64475536346436,19.5,16.228609085083,18.9712791442871,22.5645542144775,7.86395215988159,0,745,1.58618986606598,0,1,5.10262823104858,37.560001373291,3.65177440643311,0.866749703884125,94.0,3.63996434211731,22387,39297,47217,171,102209,20861,159854,7296,,19.4314403533936,11.7993783950806,10.2229356765747,40.575080871582,8.42266,,29.25,76.7099990844727,1.86000001430511,38.9500007629395
2012,VA-602,168.0,132.0,36.0,326896,-0.283853407213002,,,16.228609085083,18.9712791442871,22.5645542144775,,0,567,1.58618986606598,0,1,4.66793346405029,37.560001373291,3.97557616233826,0.852935671806335,93.0,,23152,41656,50256,217,106069,22401,165366,7204,,,,,,8.67365,,36.0900001525879,75.7300033569336,2.00999999046326,47.560001373291
2013,VA-602,166.0,125.0,41.0,338275,1.82560513269176,2.64475536346436,19.5,16.228609085083,18.9712791442871,22.5645542144775,7.86395215988159,0,595,1.58618986606598,0,1,4.44717931747437,37.560001373291,3.98758387565613,0.922755122184753,90.0,3.63996434211731,23989,43780,53571,252,109067,24679,170891,7343,,19.4314403533936,11.7993783950806,10.2229356765747,40.575080871582,8.48677,,35.9599990844727,74.966667175293,4.30000019073486,39.6100006103516
2014,VA-602,177.0,151.0,26.0,350858,6.80664916885388,,,16.228609085083,18.9712791442871,22.5645542144775,,0,621,1.58618986606598,0,1,4.38005113601685,37.560001373291,3.80296301841736,0.805661559104919,85.0,,24845,45926,57626,258,111956,26850,177138,8675,,,,,,8.26336,,25.5900001525879,73.4833297729492,2.58999991416931,42.5299987792969
2015,VA-602,172.0,133.0,39.0,362874,12.0190531739088,2.72261047363281,18.2999992370605,16.228609085083,18.9712791442871,22.5645542144775,4.4191198348999,0,508,1.58618986606598,0,1,4.25928211212158,37.560001373291,3.87930798530579,0.773380160331726,75.0,3.09494662284851,25685,47929,62327,259,114462,28766,183048,7945,,17.0936069488525,11.6405057907104,9.04207134246826,38.7608757019043,8.17313,,29.0499992370605,72.2333297729492,2.57999992370605,43.7200012207031
2016,VA-602,134.0,115.0,19.0,374697,15.2736463497618,,,16.228609085083,18.9712791442871,22.5645542144775,,0,525,1.58618986606598,0,1,3.5670371055603,37.560001373291,3.72380876541138,0.752403140068054,76.0,,26728,50343,66829,251,116823,31150,189091,7805,,,,,,8.4881,,30.9200000762939,73.4800033569336,3.44000005722046,40.4700012207031
2017,VA-602,113.0,97.0,16.0,386279,17.1847963449013,2.72261047363281,18.2999992370605,16.228609085083,18.9712791442871,22.5645542144775,4.4191198348999,0,482,1.58618986606598,0,1,3.22540140151978,37.560001373291,3.49773097038269,0.730961501598358,73.0,3.09494662284851,27799,52711,71422,246,119337,33461,194961,7630,-0.195462703704834,17.0936069488525,11.6405057907104,9.04207134246826,38.7608757019043,9.32629,0.170617118477821,37.9199981689453,75.9733352661133,3.27999997138977,37.7700004577637
2010,VA-603,359.0,321.0,38.0,149819,0.0,,,14.8381233215332,19.1582908630371,57.818489074707,,1,0,3.93605947494507,1,0,4.80174541473389,44.6100006103516,9.0015287399292,7.80706930160522,87.0,,32267,21628,9058,146,28245,16145,76755,3496,,,,,,8.12084,,33.9300003051758,75.4499969482422,1.96000003814697,50.7900009155273
2011,VA-603,416.0,374.0,42.0,140823,1.03684697568774,2.57794141769409,7.80000019073486,14.8381233215332,19.1582908630371,57.818489074707,4.62062120437622,1,0,3.93605947494507,1,0,4.92026424407959,44.6100006103516,9.15901470184326,7.85675811767578,83.0,8.79557037353516,30360,22750,8549,117,26168,12913,73116,1932,,45.0130004882813,27.9944953918457,11.0450077056885,37.915153503418,8.70196,,31.7099990844727,79.2399978637695,2.11999988555908,38.5200004577637
2012,VA-603,352.0,330.0,22.0,144598,1.83603937074113,,,14.8381233215332,19.1582908630371,57.818489074707,,1,0,3.93605947494507,1,0,4.46246147155762,44.6100006103516,7.96829843521118,7.92373418807983,82.0,,31149,23573,9028,124,26952,13343,74967,1789,,,,,,8.78311,,38.8199996948242,78.6666641235352,2.29999995231628,49.189998626709
2013,VA-603,275.0,246.0,29.0,147528,3.32716412888028,2.57794141769409,7.80000019073486,14.8381233215332,19.1582908630371,57.818489074707,4.62062120437622,1,0,3.93605947494507,1,0,4.08977365493774,44.6100006103516,8.41331768035889,7.76118564605713,88.0,8.79557037353516,31692,24407,9488,130,27863,14159,76366,946,,45.0130004882813,27.9944953918457,11.0450077056885,37.915153503418,8.84062,,38.4300003051758,77.9700012207031,2.77999997138977,34.310001373291
2014,VA-603,267.0,244.0,23.0,150268,6.93509716497014,,,14.8381233215332,19.1582908630371,57.818489074707,,1,0,3.93605947494507,1,0,4.05013036727905,44.6100006103516,8.59530925750732,4.41809177398682,81.0,,32460,25175,9670,125,28735,14860,77642,627,,,,,,8.40746,,29.7000007629395,76.1933364868164,2.48000001907349,44.1800003051758
2015,VA-603,267.0,244.0,23.0,151828,14.1656852023219,2.70001792907715,12.3000001907349,14.8381233215332,19.1582908630371,57.818489074707,4.32165050506592,1,0,3.93605947494507,1,0,3.8508415222168,44.6100006103516,9.39615917205811,5.15218114852905,83.0,8.51545524597168,33447,25326,9691,123,29101,15549,78611,-440,,41.5614929199219,25.1328296661377,8.98095607757568,36.7426147460938,8.50797,,32.2000007629395,75.4866638183594,3.46000003814697,46.0499992370605
2016,VA-603,224.0,212.0,12.0,154132,17.2762261293851,,,14.8381233215332,19.1582908630371,57.818489074707,,1,0,3.93605947494507,1,0,3.29141616821289,44.6100006103516,8.97412586212158,5.25852870941162,85.0,,33956,25918,9804,108,29742,16314,79926,173,,,,,,8.24527,,33.4900016784668,76.6600036621094,2.71000003814697,44.0999984741211
2017,VA-603,211.0,193.0,18.0,157288,21.7369815765122,2.70001792907715,12.3000001907349,14.8381233215332,19.1582908630371,57.818489074707,4.32165050506592,1,0,3.93605947494507,1,0,2.9333221912384,44.6100006103516,10.2334575653076,5.27448892593384,88.0,8.51545524597168,35215,26447,10049,107,30475,16958,81498,1102,0.0593913793563843,41.5614929199219,25.1328296661377,8.98095607757568,36.7426147460938,8.58512,0.205009832978249,40.3899993896484,78.6100006103516,2.76999998092651,34.3199996948242
2010,VA-604,508.0,352.0,156.0,425370,0.0,,,16.5905113220215,23.4752826690674,29.721378326416,,1,2389,3.64661598205566,0,1,5.62787628173828,37.7363243103027,6.27101135253906,1.76478552818298,97.1999053955078,,81035,84131,29500,475,134527,29676,210910,9304,,,,,,7.94671502191034,,33.7200241088867,74.7485961914063,2.3763120174408,45.348461151123
2011,VA-604,566.0,366.0,200.0,458996,2.2651458845291,2.49921321868896,17.0222434997559,16.5905113220215,23.4752826690674,29.721378326416,6.88248491287231,1,1753,3.64661598205566,0,1,6.1709885597229,37.7363243103027,6.61465454101563,1.76222217082977,94.8851852416992,1.32356238365173,86936,99478,33965,495,143599,31127,230618,12192,,17.8201217651367,19.3692932128906,15.1480989456177,62.9333801269531,8.15892838153274,,30.9742202758789,78.1396408081055,1.87718534469604,38.5365257263184
2012,VA-604,452.0,327.0,125.0,473857,2.72479761881418,,,16.5905113220215,23.4752826690674,29.721378326416,,1,1915,3.64661598205566,0,1,5.6952109336853,37.7363243103027,7.15152454376221,1.81049478054047,94.2290420532227,,90527,104651,35643,496,146727,33186,237667,9044,,,,,,8.72235372540661,,37.8919868469238,77.3534545898438,2.10434174537659,46.9259223937988
2013,VA-604,447.0,330.0,117.0,485842,5.98267561454774,2.49921321868896,17.0222434997559,16.5905113220215,23.4752826690674,29.721378326416,6.88248491287231,1,1765,3.64661598205566,0,1,5.30692434310913,37.7363243103027,7.04879379272461,1.85500979423523,93.1465148925781,1.32356238365173,93276,108611,37258,513,149394,36406,243790,6124,,17.8201217651367,19.3692932128906,15.1480989456177,62.9333801269531,8.23969524726145,,37.7827835083008,76.6716766357422,3.13195395469666,33.9718627929688
2014,VA-604,445.0,347.0,98.0,495783,13.4974897274762,,,16.5905113220215,23.4752826690674,29.721378326416,,1,1621,3.64661598205566,0,1,5.2237868309021,37.7363243103027,7.21585845947266,1.54214477539063,87.7878875732422,,95777,113005,38649,584,151144,39203,248397,4233,,,,,,8.0907882739626,,28.487585067749,75.3104705810547,2.1901798248291,41.9836883544922
2015,VA-604,409.0,319.0,90.0,501480,21.3489611807802,2.62217497825623,18.6966972351074,16.5905113220215,23.4752826690674,29.721378326416,4.05471420288086,1,1647,3.64661598205566,0,1,4.9120717048645,37.7363243103027,7.45214128494263,1.76329839229584,86.5829620361328,1.35549581050873,97464,116682,40116,602,151328,41893,251167,107,,18.583927154541,17.0976619720459,13.8784971237183,60.7729606628418,8.41008528802744,,31.6905784606934,74.2949371337891,2.95234227180481,40.8371925354004
2016,VA-604,400.0,312.0,88.0,508815,24.2302793598005,,,16.5905113220215,23.4752826690674,29.721378326416,,1,1630,3.64661598205566,0,1,4.13743495941162,37.7363243103027,6.89739894866943,1.74074637889862,86.85498046875,,99438,121299,41849,611,152600,44463,254726,1584,,,,,,8.61492905830213,,33.0958023071289,75.3120498657227,3.31372833251953,41.630012512207
2017,VA-604,400.0,284.0,116.0,514102,28.2582935624603,2.62217497825623,18.6966972351074,16.5905113220215,23.4752826690674,29.721378326416,4.05471420288086,1,1703,3.64661598205566,0,1,3.67595100402832,37.7363243103027,7.49248170852661,1.71943962574005,87.0073471069336,1.35549581050873,101284,125813,43411,617,152929,46732,257288,-124,-1.28461182117462,18.583927154541,17.0976619720459,13.8784971237183,60.7729606628418,8.87723678694111,0.179399311542511,39.7270622253418,77.8103790283203,2.66265869140625,36.3448677062988
2010,VT-500,607.0,528.0,79.0,469327,0.0,,,18.9925651550293,24.3383598327637,27.1427745819092,,0,212,1.89509582519531,0,0,6.93097257614136,43.6693000793457,11.4512901306152,3.17228436470032,94.3558044433594,,3280,6633,3426,132,108607,74262,237295,-1042,,,,,,7.94590037924518,,20.3230209350586,63.5912437438965,2.51617097854614,47.6863059997559
2011,VT-500,655.0,579.0,76.0,469090,-2.48267418462605,1.91383707523346,11.2085800170898,18.9925651550293,24.3383598327637,27.1427745819092,6.37541103363037,0,50,1.89509582519531,0,0,6.56028032302856,43.6693000793457,12.2432794570923,3.13857388496399,94.1998519897461,30.8978233337402,2838,6385,3532,106,111002,73746,237244,-114,,27.5944499969482,20.9011287689209,12.6807527542114,68.4587249755859,7.91317738248524,,15.7820043563843,65.6585540771484,2.33047652244568,49.3900680541992
2012,VT-500,776.0,630.0,146.0,468592,-4.41296557057694,,,18.9925651550293,24.3383598327637,27.1427745819092,,0,41,1.89509582519531,0,0,5.95038175582886,43.6693000793457,11.9131355285645,3.22644329071045,93.1331176757813,,2982,6669,3637,105,109715,75473,236909,-536,,,,,,8.06487085656605,,21.6742668151855,65.5406723022461,2.96311068534851,58.6970558166504
2013,VT-500,971.0,866.0,105.0,467113,-5.75172199222642,1.91383707523346,11.2085800170898,18.9925651550293,24.3383598327637,27.1427745819092,6.37541103363037,0,7,1.89509582519531,0,0,5.38645648956299,43.6693000793457,11.8765697479248,3.15804100036621,93.6887359619141,30.8978233337402,3101,6811,3685,117,107979,78786,236210,-1549,,27.5944499969482,20.9011287689209,12.6807527542114,68.4587249755859,8.13944642300685,,18.8941688537598,65.8655090332031,1.85069751739502,42.4385757446289
2014,VT-500,1027.0,954.0,73.0,466476,-6.54084004934725,,,18.9925651550293,24.3383598327637,27.1427745819092,,0,23,1.89509582519531,0,0,4.78573608398438,43.6693000793457,12.5957174301147,3.15169620513916,91.9736938476563,,3322,7106,3786,117,106296,81870,235794,-467,,,,,,8.36076327073633,,14.7047901153564,65.285041809082,3.1237370967865,46.3309516906738
2015,VT-500,1052.0,984.0,68.0,465210,-7.29045983929066,1.98605930805206,11.3706836700439,18.9925651550293,24.3383598327637,27.1427745819092,5.08436346054077,0,57,1.89509582519531,0,0,4.30837821960449,43.6693000793457,11.9662094116211,3.12279772758484,88.4610290527344,27.8621349334717,3424,7351,3895,122,104760,84677,235058,-1196,,29.4857120513916,21.6736698150635,10.1112794876099,67.6930465698242,8.26313719778165,,12.4482650756836,64.1904678344727,2.79724335670471,46.2252159118652
2016,VT-500,785.0,691.0,94.0,463445,-6.4137788506013,,,18.9925651550293,24.3383598327637,27.1427745819092,,0,86,1.89509582519531,0,0,3.90049338340759,43.6693000793457,10.130220413208,3.13826012611389,89.5975570678711,,3522,7597,3973,128,103158,87289,234021,-1354,,,,,,8.68915500052865,,21.0368804931641,64.3517150878906,1.62777554988861,42.1388931274414
2017,VT-500,934.0,828.0,106.0,461832,-6.10252542003671,1.98605930805206,11.3706836700439,18.9925651550293,24.3383598327637,27.1427745819092,5.08436346054077,0,39,1.89509582519531,0,0,3.52132177352905,43.6693000793457,11.5104627609253,3.08492255210876,89.5592269897461,27.8621349334717,3690,7888,4197,133,101634,90185,233137,-1315,0.0468758344650269,29.4857120513916,21.6736698150635,10.1112794876099,67.6930465698242,9.16826234643767,0.205027893185616,25.0092658996582,65.7294158935547,2.49631547927856,38.5012397766113
2010,VT-501,613.0,550.0,63.0,152109,0.0,,,17.6679744720459,27.674991607666,36.1900901794434,,0,0,1.58251583576202,1,0,5.60331916809082,44.2000007629395,10.1190595626831,6.97158861160278,98.0,,2310,2907,3669,73,37312,15793,77837,122,,,,,,7.56594,,20.8799991607666,65.1666717529297,2.5699999332428,42.6599998474121
2011,VT-501,489.0,442.0,47.0,156752,-0.35799522673031,2.17588758468628,12.3999996185303,17.6679744720459,27.674991607666,36.1900901794434,3.46807718276978,0,0,1.58251583576202,1,0,4.80117559432983,44.2000007629395,11.0295248031616,6.84128189086914,98.0,19.8519172668457,3222,2907,4461,38,39085,17793,80352,-30,,28.1985511779785,22.0591564178467,9.75909900665283,51.9245223999023,7.43489,,17.1100006103516,67.336669921875,1.79999995231628,47.75
2012,VT-501,384.0,307.0,77.0,157618,-0.183199435275142,,,17.6679744720459,27.674991607666,36.1900901794434,,0,0,1.58251583576202,1,0,4.20828866958618,44.2000007629395,9.86752796173096,6.890456199646,96.0,,3288,2989,4724,36,39008,18367,80593,327,,,,,,7.45508,,22.4799995422363,67.4400024414063,2.33999991416931,55.6399993896484
2013,VT-501,483.0,404.0,79.0,158493,0.109247369659471,2.17588758468628,12.3999996185303,17.6679744720459,27.674991607666,36.1900901794434,3.46807718276978,0,0,1.58251583576202,1,0,3.77523851394653,44.2000007629395,10.1884622573853,6.64941740036011,96.0,19.8519172668457,3401,3163,5044,39,38744,19327,80966,350,,28.1985511779785,22.0591564178467,9.75909900665283,51.9245223999023,7.68089,,19.7399997711182,68.2866668701172,1.37999999523163,40.7200012207031
2014,VT-501,532.0,442.0,90.0,159568,1.30088406332986,,,17.6679744720459,27.674991607666,36.1900901794434,,0,0,1.58251583576202,1,0,3.42854738235474,44.2000007629395,9.51882553100586,6.69548082351685,95.0,,3555,3325,5471,39,38458,20135,81440,549,,,,,,7.82628,,15.7600002288818,67.1066665649414,2.78999996185303,47.7700004577637
2015,VT-501,471.0,389.0,82.0,160455,3.65054287539077,2.30956077575684,13.1999998092651,17.6679744720459,27.674991607666,36.1900901794434,2.17974519729614,0,0,1.58251583576202,1,0,3.02881240844727,44.2000007629395,10.3617839813232,6.18729829788208,89.0,19.0112991333008,3660,3403,5833,41,38121,20935,81899,374,,28.1806526184082,21.1157894134521,8.08536720275879,48.6224899291992,7.93844,,13.3199996948242,66.3866653442383,1.75999999046326,41.7999992370605
2016,VT-501,332.0,270.0,62.0,161010,5.33463309691081,,,17.6679744720459,27.674991607666,36.1900901794434,,0,0,1.58251583576202,1,0,2.72234416007996,44.2000007629395,9.74784183502197,5.99084424972534,93.0,,3827,3512,6210,46,37630,21750,82069,146,,,,,,7.91948,,22.1700000762939,66.3600006103516,1.42999994754791,40.6800003051758
2017,VT-501,291.0,263.0,28.0,161522,7.83387676896704,2.30956077575684,13.1999998092651,17.6679744720459,27.674991607666,36.1900901794434,2.17974519729614,0,0,1.58251583576202,1,0,2.51100540161133,44.2000007629395,9.0804967880249,6.31993389129639,92.0,19.0112991333008,3914,3664,6595,50,37285,22617,82240,-5,-0.22392550110817,28.1806526184082,21.1157894134521,8.08536720275879,48.6224899291992,8.22538,0.226178705692291,26.0100002288818,68.1999969482422,2.1800000667572,33.9599990844727
2010,WA-500,9022.0,6222.0,2800.0,1922645,0.0,,,17.0263385772705,21.441499710083,42.7218933105469,,0,1964,3.21552419662476,1,0,8.04080104827881,46.8199996948242,9.6108226776123,3.78983306884766,94.0,,112815,152859,265403,11758,457731,209600,960328,23261,,,,,,8.08176,,40.75,61.4166679382324,9.31999969482422,72.3899993896484
2011,WA-500,8972.0,6480.0,2492.0,1937378,-7.51404278829921,2.24389624595642,11.6999998092651,17.0263385772705,21.441499710083,42.7218933105469,4.21760320663452,0,2444,3.21552419662476,1,0,9.02209186553955,46.8199996948242,12.011284828186,3.78549742698669,96.0,13.2266159057617,118026,173219,284655,14342,462644,212464,972430,12276,,31.556697845459,19.3147296905518,9.37762928009033,52.2579727172852,8.11939,,36.8800010681152,58.2966651916504,13.9799995422363,78.629997253418
2012,WA-500,8899.0,6281.0,2618.0,1972205,-13.1741305749102,,,17.0263385772705,21.441499710083,42.7218933105469,,0,2588,3.21552419662476,1,0,7.92153263092041,46.8199996948242,11.9088535308838,3.9298267364502,96.0,,121449,177925,296895,14721,466224,219862,990650,22364,,,,,,8.15669,,35.2900009155273,57.4000015258789,10.6199998855591,82.9499969482422
2013,WA-500,9106.0,6370.0,2736.0,2009295,-13.9732138289491,2.24389624595642,11.6999998092651,17.0263385772705,21.441499710083,42.7218933105469,4.21760320663452,1,2454,3.21552419662476,1,0,6.3230185508728,46.8199996948242,11.6863374710083,3.93879294395447,98.0,13.2266159057617,125376,183366,309878,15187,470910,232567,1008885,24479,,31.556697845459,19.3147296905518,9.37762928009033,52.2579727172852,8.34463,,34.2700004577637,58.7533340454102,8.13000011444092,85.870002746582
2014,WA-500,8949.0,6213.0,2736.0,2047039,-7.67263165433766,,,17.0263385772705,21.441499710083,42.7218933105469,,1,2258,3.21552419662476,1,0,5.07082557678223,46.8199996948242,12.2378711700439,3.77433633804321,98.0,,128670,189481,324241,15840,477433,243193,1026370,24966,,,,,,8.32058,,39.3800010681152,61.2433319091797,8.71000003814697,69.4500045776367
2015,WA-500,10122.0,6319.0,3803.0,2081249,2.11076664927306,2.44147706031799,12.3999996185303,17.0263385772705,21.441499710083,42.7218933105469,3.04739165306091,1,1985,3.21552419662476,1,0,4.6843581199646,46.8199996948242,11.0870923995972,3.82636594772339,91.0,12.3488788604736,131266,194644,339883,16179,480943,253636,1042490,21278,,30.157995223999,19.0138168334961,7.49776268005371,49.2140426635742,8.22525,,41.25,61.7899971008301,8.86999988555908,89.9800033569336
2016,WA-500,10730.0,6225.0,4505.0,2117696,9.83148654040946,,,17.0263385772705,21.441499710083,42.7218933105469,,1,1916,3.21552419662476,1,0,4.28338623046875,46.8199996948242,9.69619846343994,3.81703662872314,92.0,,134381,199779,356359,16755,484810,264005,1059492,24328,,,,,,8.51066,,37.7799987792969,63.9366683959961,10.1199998855591,77.7699966430664
2017,WA-500,11643.0,6158.0,5485.0,2155962,24.183267339902,2.44147706031799,12.3999996185303,17.0263385772705,21.441499710083,42.7218933105469,3.04739165306091,1,1485,3.21552419662476,1,0,3.9374406337738,46.8199996948242,9.13007736206055,3.75818657875061,94.0,12.3488788604736,137396,206411,374843,17349,490553,274353,1076890,25671,-0.0275899171829224,30.157995223999,19.0138168334961,7.49776268005371,49.2140426635742,9.16776,0.194646403193474,31.9599990844727,60.6933326721191,4.32000017166138,79.879997253418
2010,WA-501,7685.0,5262.0,2423.0,2352866,0.0,,,15.3063459396362,24.6710720062256,34.0397720336914,,0,865,3.80231857299805,0,0,9.10550594329834,43.2647361755371,14.3986959457397,2.45151996612549,92.5949859619141,,35962,363130,60368,6040,635811,339021,1173906,19906,,,,,,7.74198830729417,,39.1096458435059,64.5452346801758,7.04635334014893,43.299503326416
2011,WA-501,5399.0,3661.0,1738.0,2394690,-5.48566347171267,1.90644884109497,11.7333202362061,15.3063459396362,24.6710720062256,34.0397720336914,6.00984716415405,0,764,3.80231857299805,0,0,9.97012805938721,43.2647361755371,15.4775772094727,2.30901908874512,93.4735946655273,11.165228843689,29299,396675,60346,7292,646551,348162,1196389,20851,,25.8320922851563,22.4002952575684,15.3704090118408,75.7247009277344,7.90812118334315,,35.1058731079102,61.5999336242676,6.9636492729187,50.6504440307617
2012,WA-501,5342.0,3698.0,1644.0,2416789,-10.3949374360206,,,15.3063459396362,24.6710720062256,34.0397720336914,,0,638,3.80231857299805,0,0,9.74265766143799,43.2647361755371,16.1232528686523,2.316410779953,93.7658309936523,,31048,409266,62276,7547,644534,357107,1206411,11082,,,,,,7.96895240682989,,33.5418472290039,60.9485855102539,6.93261384963989,46.0603065490723
2013,WA-501,4671.0,3068.0,1603.0,2426904,-12.7919997749683,1.90644884109497,11.7333202362061,15.3063459396362,24.6710720062256,34.0397720336914,6.00984716415405,0,688,3.80231857299805,0,0,9.29471302032471,43.2647361755371,15.6698408126831,2.3098840713501,94.2553939819336,11.165228843689,32516,418761,63845,7619,640116,374438,1211360,-503,,25.8320922851563,22.4002952575684,15.3704090118408,75.7247009277344,8.13513922685858,,32.2478141784668,62.2353591918945,4.19837474822998,55.1760940551758
2014,WA-501,5236.0,3107.0,2129.0,2432863,-11.9542515252043,,,15.3063459396362,24.6710720062256,34.0397720336914,,0,875,3.80231857299805,0,0,8.54732418060303,43.2647361755371,15.7117347717285,2.21495270729065,92.6746520996094,,33363,427792,64981,7694,635687,389270,1214673,-3653,,,,,,8.11922984644429,,36.6376533508301,64.3889617919922,4.81816291809082,36.9626884460449
2015,WA-501,5489.0,3162.0,2327.0,2448397,-9.26055845417928,2.02203917503357,12.80810546875,15.3063459396362,24.6710720062256,34.0397720336914,5.23483657836914,0,1024,3.80231857299805,0,0,7.31498765945435,43.2647361755371,15.5705137252808,2.2372145652771,92.1792602539063,10.4773082733154,34217,437507,66531,7892,633872,405433,1221904,6385,,26.3381443023682,21.7014350891113,13.412618637085,75.2302627563477,8.16503717353436,,38.0218162536621,65.1281204223633,5.34989070892334,51.4533233642578
